Time	Value	Arm	Bowl	Dosage pump	Drain pump	Water valve	Blow dryer	Duration
0,000000	0x00	Stop	Stop	Off	Off	Off	Off	2,541480
2,541480	0x02	Stop	Stop	Off	Off	On	Off	0,000020
2,541500	0x00	Stop	Stop	Off	Off	Off	Off	0,191105
2,732605	0x20	Stop	CCW	Off	Off	Off	Off	0,031795
2,764400	0x60	Stop (D)	CCW	Off	Off	Off	Off	0,031750
2,796150	0xe0	Down	CCW	Off	Off	Off	Off	0,005445
2,801595	0xe2	Down	CCW	Off	Off	On	Off	0,000015
2,801610	0xe0	Down	CCW	Off	Off	Off	Off	0,021725
2,823335	0xe2	Down	CCW	Off	Off	On	Off	0,000020
2,823355	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
2,923310	0xe2	Down	CCW	Off	Off	On	Off	0,000020
2,923330	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
3,023415	0xe2	Down	CCW	Off	Off	On	Off	0,000020
3,023435	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
3,123390	0xe2	Down	CCW	Off	Off	On	Off	0,000020
3,123410	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
3,223490	0xe2	Down	CCW	Off	Off	On	Off	0,000020
3,223510	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
3,323465	0xe2	Down	CCW	Off	Off	On	Off	0,000015
3,323480	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
3,423440	0xe2	Down	CCW	Off	Off	On	Off	0,000015
3,423455	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
3,523530	0xe2	Down	CCW	Off	Off	On	Off	0,000015
3,523545	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
3,623510	0xe2	Down	CCW	Off	Off	On	Off	0,000015
3,623525	0xe0	Down	CCW	Off	Off	Off	Off	0,100105
3,723630	0xe2	Down	CCW	Off	Off	On	Off	0,000015
3,723645	0xe0	Down	CCW	Off	Off	Off	Off	0,099990
3,823635	0xe2	Down	CCW	Off	Off	On	Off	0,000020
3,823655	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
3,923605	0xe2	Down	CCW	Off	Off	On	Off	0,000020
3,923625	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
4,023590	0xe2	Down	CCW	Off	Off	On	Off	0,000015
4,023605	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
4,123680	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,123700	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
4,223660	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,223680	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
4,323760	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,323780	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
4,423750	0xe2	Down	CCW	Off	Off	On	Off	0,000015
4,423765	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
4,523720	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,523740	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
4,623820	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,623840	0xe0	Down	CCW	Off	Off	Off	Off	0,099980
4,723820	0xe2	Down	CCW	Off	Off	On	Off	0,000015
4,723835	0xe0	Down	CCW	Off	Off	Off	Off	0,099995
4,823830	0xe2	Down	CCW	Off	Off	On	Off	0,000015
4,823845	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
4,923795	0xe2	Down	CCW	Off	Off	On	Off	0,000020
4,923815	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
5,023895	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,023915	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
5,123875	0xe2	Down	CCW	Off	Off	On	Off	0,000015
5,123890	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
5,223975	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,223995	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
5,323945	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,323965	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
5,423930	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,423950	0xe0	Down	CCW	Off	Off	Off	Off	0,100070
5,524020	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,524040	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
5,624000	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,624020	0xe0	Down	CCW	Off	Off	Off	Off	0,100095
5,724115	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,724135	0xe0	Down	CCW	Off	Off	Off	Off	0,100000
5,824135	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,824155	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
5,924105	0xe2	Down	CCW	Off	Off	On	Off	0,000020
5,924125	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
6,024085	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,024105	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
6,124185	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,124205	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
6,224160	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,224180	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
6,324135	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,324155	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
6,424235	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,424255	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
6,524215	0xe2	Down	CCW	Off	Off	On	Off	0,000015
6,524230	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
6,624315	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,624335	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
6,724300	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,724320	0xe0	Down	CCW	Off	Off	Off	Off	0,099990
6,824310	0xe2	Down	CCW	Off	Off	On	Off	0,000020
6,824330	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
6,924285	0xe2	Down	CCW	Off	Off	On	Off	0,000015
6,924300	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
7,024385	0xe2	Down	CCW	Off	Off	On	Off	0,000015
7,024400	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
7,124355	0xe2	Down	CCW	Off	Off	On	Off	0,000015
7,124370	0xe0	Down	CCW	Off	Off	Off	Off	0,100090
7,224460	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,224480	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
7,324430	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,324450	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
7,424410	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,424430	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
7,524505	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,524525	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
7,624480	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,624500	0xe0	Down	CCW	Off	Off	Off	Off	0,100095
7,724595	0xe2	Down	CCW	Off	Off	On	Off	0,000020
7,724615	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
7,824580	0xe2	Down	CCW	Off	Off	On	Off	0,000015
7,824595	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
7,924555	0xe2	Down	CCW	Off	Off	On	Off	0,000015
7,924570	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
8,024655	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,024675	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
8,124625	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,124645	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
8,224610	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,224630	0xe0	Down	CCW	Off	Off	Off	Off	0,100070
8,324700	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,324720	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
8,424680	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,424700	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
8,524780	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,524800	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
8,624770	0xe2	Down	CCW	Off	Off	On	Off	0,000015
8,624785	0xe0	Down	CCW	Off	Off	Off	Off	0,099975
8,724760	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,724780	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
8,824750	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,824770	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
8,924850	0xe2	Down	CCW	Off	Off	On	Off	0,000020
8,924870	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
9,024825	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,024845	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
9,124925	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,124945	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
9,224905	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,224925	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
9,324885	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,324905	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
9,424990	0xe2	Down	CCW	Off	Off	On	Off	0,000015
9,425005	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
9,524955	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,524975	0xe0	Down	CCW	Off	Off	Off	Off	0,100090
9,625065	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,625085	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
9,725050	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,725070	0xe0	Down	CCW	Off	Off	Off	Off	0,099995
9,825065	0xe2	Down	CCW	Off	Off	On	Off	0,000015
9,825080	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
9,925035	0xe2	Down	CCW	Off	Off	On	Off	0,000020
9,925055	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
10,025140	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,025160	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
10,125110	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,125130	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
10,225090	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,225110	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
10,325185	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,325205	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
10,425160	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,425180	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
10,525255	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,525275	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
10,625235	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,625255	0xe0	Down	CCW	Off	Off	Off	Off	0,099975
10,725230	0xe2	Down	CCW	Off	Off	On	Off	0,000015
10,725245	0xe0	Down	CCW	Off	Off	Off	Off	0,099990
10,825235	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,825255	0xe0	Down	CCW	Off	Off	Off	Off	0,100070
10,925325	0xe2	Down	CCW	Off	Off	On	Off	0,000020
10,925345	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
11,025310	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,025330	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
11,125405	0xe2	Down	CCW	Off	Off	On	Off	0,000015
11,125420	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
11,225385	0xe2	Down	CCW	Off	Off	On	Off	0,000015
11,225400	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
11,325350	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,325370	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
11,425455	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,425475	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
11,525430	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,525450	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
11,625530	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,625550	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
11,725520	0xe2	Down	CCW	Off	Off	On	Off	0,000020
11,725540	0xe0	Down	CCW	Off	Off	Off	Off	0,099990
11,825530	0xe2	Down	CCW	Off	Off	On	Off	0,000015
11,825545	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
11,925500	0xe2	Down	CCW	Off	Off	On	Off	0,000015
11,925515	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
12,025600	0xe2	Down	CCW	Off	Off	On	Off	0,000015
12,025615	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
12,125575	0xe2	Down	CCW	Off	Off	On	Off	0,000015
12,125590	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
12,225675	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,225695	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
12,325645	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,325665	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
12,425630	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,425650	0xe0	Down	CCW	Off	Off	Off	Off	0,100070
12,525720	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,525740	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
12,625700	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,625720	0xe0	Down	CCW	Off	Off	Off	Off	0,100100
12,725820	0xe2	Down	CCW	Off	Off	On	Off	0,000015
12,725835	0xe0	Down	CCW	Off	Off	Off	Off	0,100005
12,825840	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,825860	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
12,925810	0xe2	Down	CCW	Off	Off	On	Off	0,000020
12,925830	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
13,025790	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,025810	0xe0	Down	CCW	Off	Off	Off	Off	0,100090
13,125900	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,125920	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
13,225875	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,225895	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
13,325855	0xe2	Down	CCW	Off	Off	On	Off	0,000015
13,325870	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
13,425955	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,425975	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
13,525935	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,525955	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
13,625915	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,625935	0xe0	Down	CCW	Off	Off	Off	Off	0,100090
13,726025	0xe2	Down	CCW	Off	Off	On	Off	0,000015
13,726040	0xe0	Down	CCW	Off	Off	Off	Off	0,100000
13,826040	0xe2	Down	CCW	Off	Off	On	Off	0,000020
13,826060	0xe0	Down	CCW	Off	Off	Off	Off	0,099955
13,926015	0xe2	Down	CCW	Off	Off	On	Off	0,000015
13,926030	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
14,026115	0xe2	Down	CCW	Off	Off	On	Off	0,000015
14,026130	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
14,126080	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,126100	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
14,226065	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,226085	0xe0	Down	CCW	Off	Off	Off	Off	0,100075
14,326160	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,326180	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
14,426140	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,426160	0xe0	Down	CCW	Off	Off	Off	Off	0,100085
14,526245	0xe2	Down	CCW	Off	Off	On	Off	0,000015
14,526260	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
14,626225	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,626245	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
14,726215	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,726235	0xe0	Down	CCW	Off	Off	Off	Off	0,099970
14,826205	0xe2	Down	CCW	Off	Off	On	Off	0,000020
14,826225	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
14,926305	0xe2	Down	CCW	Off	Off	On	Off	0,000015
14,926320	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
15,026280	0xe2	Down	CCW	Off	Off	On	Off	0,000015
15,026295	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
15,126375	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,126395	0xe0	Down	CCW	Off	Off	Off	Off	0,099965
15,226360	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,226380	0xe0	Down	CCW	Off	Off	Off	Off	0,099950
15,326330	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,326350	0xe0	Down	CCW	Off	Off	Off	Off	0,100080
15,426430	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,426450	0xe0	Down	CCW	Off	Off	Off	Off	0,099960
15,526410	0xe2	Down	CCW	Off	Off	On	Off	0,000015
15,526425	0xe0	Down	CCW	Off	Off	Off	Off	0,100090
15,626515	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,626535	0xe0	Down	CCW	Off	Off	Off	Off	0,099940
15,726475	0xe2	Down	CCW	Off	Off	On	Off	0,000020
15,726495	0xe0	Down	CCW	Off	Off	Off	Off	0,222840
15,949335	0xa0	Up	CCW	Off	Off	Off	Off	0,031795
15,981130	0x20	Stop	CCW	Off	Off	Off	Off	0,005415
15,986545	0x22	Stop	CCW	Off	Off	On	Off	0,000020
15,986565	0x20	Stop	CCW	Off	Off	Off	Off	0,040000
16,026565	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,026585	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
16,126540	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,126560	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
16,226640	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,226660	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
16,326615	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,326635	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
16,426595	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,426615	0x20	Stop	CCW	Off	Off	Off	Off	0,100070
16,526685	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,526705	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
16,626670	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,626690	0x20	Stop	CCW	Off	Off	Off	Off	0,100090
16,726780	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,726800	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
16,826765	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,826785	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
16,926735	0x22	Stop	CCW	Off	Off	On	Off	0,000020
16,926755	0x20	Stop	CCW	Off	Off	Off	Off	0,100090
17,026845	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,026865	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
17,126820	0x22	Stop	CCW	Off	Off	On	Off	0,000015
17,126835	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
17,226800	0x22	Stop	CCW	Off	Off	On	Off	0,000015
17,226815	0x20	Stop	CCW	Off	Off	Off	Off	0,100090
17,326905	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,326925	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
17,426880	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,426900	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
17,526860	0x22	Stop	CCW	Off	Off	On	Off	0,000015
17,526875	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
17,626960	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,626980	0x20	Stop	CCW	Off	Off	Off	Off	0,099970
17,726950	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,726970	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
17,826935	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,826955	0x20	Stop	CCW	Off	Off	Off	Off	0,100070
17,927025	0x22	Stop	CCW	Off	Off	On	Off	0,000020
17,927045	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
18,027010	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,027030	0x20	Stop	CCW	Off	Off	Off	Off	0,100075
18,127105	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,127125	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
18,227085	0x22	Stop	CCW	Off	Off	On	Off	0,000015
18,227100	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
18,327055	0x22	Stop	CCW	Off	Off	On	Off	0,000015
18,327070	0x20	Stop	CCW	Off	Off	Off	Off	0,100090
18,427160	0x22	Stop	CCW	Off	Off	On	Off	0,000015
18,427175	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
18,527130	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,527150	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
18,627230	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,627250	0x20	Stop	CCW	Off	Off	Off	Off	0,099970
18,727220	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,727240	0x20	Stop	CCW	Off	Off	Off	Off	0,099990
18,827230	0x22	Stop	CCW	Off	Off	On	Off	0,000020
18,827250	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
18,927200	0x22	Stop	CCW	Off	Off	On	Off	0,000015
18,927215	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
19,027300	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,027320	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
19,127275	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,127295	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
19,227375	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,227395	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
19,327345	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,327365	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
19,427330	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,427350	0x20	Stop	CCW	Off	Off	Off	Off	0,100075
19,527425	0x22	Stop	CCW	Off	Off	On	Off	0,000015
19,527440	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
19,627405	0x22	Stop	CCW	Off	Off	On	Off	0,000015
19,627420	0x20	Stop	CCW	Off	Off	Off	Off	0,100100
19,727520	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,727540	0x20	Stop	CCW	Off	Off	Off	Off	0,099995
19,827535	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,827555	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
19,927505	0x22	Stop	CCW	Off	Off	On	Off	0,000020
19,927525	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
20,027485	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,027505	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
20,127590	0x22	Stop	CCW	Off	Off	On	Off	0,000015
20,127605	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
20,227560	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,227580	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
20,327540	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,327560	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
20,427640	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,427660	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
20,527615	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,527635	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
20,627715	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,627735	0x20	Stop	CCW	Off	Off	Off	Off	0,099970
20,727705	0x22	Stop	CCW	Off	Off	On	Off	0,000015
20,727720	0x20	Stop	CCW	Off	Off	Off	Off	0,099995
20,827715	0x22	Stop	CCW	Off	Off	On	Off	0,000015
20,827730	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
20,927685	0x22	Stop	CCW	Off	Off	On	Off	0,000020
20,927705	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
21,027785	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,027805	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
21,127755	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,127775	0x20	Stop	CCW	Off	Off	Off	Off	0,100090
21,227865	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,227885	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
21,327840	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,327860	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
21,427820	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,427840	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
21,527925	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,527945	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
21,627905	0x22	Stop	CCW	Off	Off	On	Off	0,000015
21,627920	0x20	Stop	CCW	Off	Off	Off	Off	0,099975
21,727895	0x22	Stop	CCW	Off	Off	On	Off	0,000020
21,727915	0x20	Stop	CCW	Off	Off	Off	Off	0,099995
21,827910	0x22	Stop	CCW	Off	Off	On	Off	0,000015
21,827925	0x20	Stop	CCW	Off	Off	Off	Off	0,100080
21,928005	0x22	Stop	CCW	Off	Off	On	Off	0,000015
21,928020	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
22,027980	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,028000	0x20	Stop	CCW	Off	Off	Off	Off	0,100075
22,128075	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,128095	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
22,228060	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,228080	0x20	Stop	CCW	Off	Off	Off	Off	0,099955
22,328035	0x22	Stop	CCW	Off	Off	On	Off	0,000015
22,328050	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
22,428135	0x22	Stop	CCW	Off	Off	On	Off	0,000015
22,428150	0x20	Stop	CCW	Off	Off	Off	Off	0,099960
22,528110	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,528130	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
22,628215	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,628235	0x20	Stop	CCW	Off	Off	Off	Off	0,099970
22,728205	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,728225	0x20	Stop	CCW	Off	Off	Off	Off	0,099985
22,828210	0x22	Stop	CCW	Off	Off	On	Off	0,000015
22,828225	0x20	Stop	CCW	Off	Off	Off	Off	0,099965
22,928190	0x22	Stop	CCW	Off	Off	On	Off	0,000020
22,928210	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
23,028295	0x22	Stop	CCW	Off	Off	On	Off	0,000015
23,028310	0x20	Stop	CCW	Off	Off	Off	Off	0,099950
23,128260	0x22	Stop	CCW	Off	Off	On	Off	0,000020
23,128280	0x20	Stop	CCW	Off	Off	Off	Off	0,100085
